espanol,quechua_texto,cluster_id,cluster_label,tema_clean,tipo_habla_clean,nivel_formalidad
Debe tomar este jarabe tres veces al día antes de cada comida,Jarabeta kimsa kuti p’unchaypi upyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,medico,formal
Necesita hacerse estos análisis de sangre lo más pronto posible,Utqaylla yawar análisis ruwachikuy.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
Debe suspender inmediatamente el consumo de alcohol y tabaco,Suspenda alcohol y tabaco,0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,medico,formal
Le recomiendo que use esta pomada dos veces al día sobre la piel limpia,Pomadata iskay kuti p’unchaypi churay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,medico,formal
Necesita elevar la pierna y mantenerla en reposo con hielo,Chakita wichaypi churay hinaspa rit’ita churay.,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,medico,formal
Debe comer alimentos ricos en fibra y aumentar el consumo de frutas,"Fibra, rurukunata astawan mikhuy.",0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,medico,formal
Es necesario que se inyecte esta ampolla intramuscular cada día,Kay ampollata sapa p’unchay inyectachikuy.,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,medico,formal
"Señor, debe controlar su presión todas las mañanas y llevar un registro","Wiraqocha, sapa paqarinmi yawarniykita qhawanayki, registrotataq apanayki.",0,MANEJO_FIEBRE_PREVENCION,SEGUIMIENTO,medico,formal
"Doctor, tengo mucha tos y me duele el pecho","Doktur, sinchitan uhu hapiwan qasqoita nanawan.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,COND_ESPECIALIZADA,paciente,formal
"Señora, le voy a dar una dieta especial que debe seguir estrictamente","Señora, huk dieta especialta qosqayki, chaytan allinta qatikunayki.",5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,medico,formal
"Doctor, me siento muy débil y sin energía","Doktur, ancha pisi kallpayoqmi tariquni, manataqmi valorniy kanchu.",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señor, necesita inhalar este medicamento cada cuatro horas para respirar mejor","Wiraqocha, kay hampitan muchkinayki sapa tawa horasmantam samanayki, samainiyki allim k'anampaq",10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,medico,formal
"Doctor, me salieron ronchas en todo el cuerpo","Doktur, tukuy cuerpoypin colmenas onqoyniyoq kani.",2,DOLOR_LOCALIZADO_ESPECIFICO,COND_ESPECIALIZADA,paciente,formal
"Señora, debe evitar el sol","Señora, intimanta paqanunayki",0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,medico,formal
"Doctor, tengo fiebre desde hace tres días","Doktur, kimsa punchawñam fiebrewan kachkani.",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señor, es importante que venga a sus controles mensuales sin falta","Wiraqocha, allinmi sapa killa citaikiman mana pantaspa hamunayki.",4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,medico,formal
"Doctor, me duele la cabeza todo el tiempo","Doktur, umayqa sapa kutim nanawan.",3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,paciente,formal
"Señora, debe tomar este medicamento en ayunas con un vaso lleno de agua","Señora, kay hampitaqa ch’usaq wiksallapi huk hunt’a vasopi unuwan ujanayki.",10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,medico,formal
"Doctor, no puedo dormir bien por las noches","Doktur, tuta manam allintachu puñuyta atini.",7,PROBLEMAS_FUNCIONALES_SUENO,COND_ESPECIALIZADA,paciente,formal
"Señor, necesita descansar el cuello por varios días","Wiracocha, askha p’unchay kunkaykita samachinayki.",5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,medico,formal
"Doctor, me duele mucho la espalda baja","Doktur, wasaypa urayninmi anchata nanawan.",3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,paciente,formal
"Señora, debe lavar la herida con agua y jabón tres veces al día","Señora, maillinaiki kimsa qutita k'irita jabonwan y unuwan",10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,medico,formal
"Doctor, tengo ganas de vomitar","Doktur, noqa munani aqtuyokuyta",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señor, es importante que complete todo el tratamiento","Wiracocha, allim llapan hampiyta tukunayki",4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,medico,formal
"Doctor, me cuesta respirar cuando camino","Doktur, purispay samayniy sasachakuni.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,COND_ESPECIALIZADA,paciente,formal
"Señora, debe evitar hacer esfuerzos físicos o levantar cosas pesadas","Señora, ama kallpachakunaykichu nitaq llasa kaqkunata hoqarinaykichu.",0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,medico,formal
"Doctor, tengo hinchados los pies y las manos","Doktur, chakiykuna y makiykuna punkisqa.",5,DIAGNOSTICO_PROCEDIMIENTOS,COND_ESPECIALIZADA,paciente,formal
"Señor, vamos a necesitar una radiografía para ver sus pulmones","Wiracocha, necesitani radiografíata pulmonniyki qhawanapaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me duele mucho al orinar","Doktur, hispaqtiy nishuta nanawan.",2,DOLOR_LOCALIZADO_ESPECIFICO,COND_ESPECIALIZADA,paciente,formal
"Señora, le voy a pedir análisis completos de sangre y orina","Señora, mañasaiki analisis  yawarmanta y hispaimanta.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, tengo mucha comezón en la piel","Doktur, qaraypim anchata secsewan.",6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,paciente,formal
"Señor, necesitamos hacerle un ultrasonido de abdomen para revisar sus órganos","Señor, wiksamanta ultrasonidota ruwananchismi órganoykikunata qhawarinapaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me siento mareado cuando me levanto","Doktur, sayarispaymi umay muyukun.",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señora, voy a medirle la temperatura","Señora, temperaturata tupusaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, tengo un bulto en el cuello que me preocupa","Doktur, kunkaypi huk k'ompo kachkan llakichiwan.",6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,paciente,formal
"Señor, le voy a examinar la garganta con este instrumento","Señor, kay instrumentowanmi kunkaykita qhawarisaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me duele el estómago después de comer","Doktur, mikusqaymanta wiksa nanawan.",3,EVALUACION_INTENSIDAD_DOLOR,COND_ESPECIALIZADA,paciente,formal
"Señora, necesitamos hacerle un examen del corazón para ver cómo está","Señora, necesitanni examenta ruwayta imaiynas sonqoyki kashan",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, tengo mucho ardor en el pecho","Doktur, nishutan q'aran q'asqoypi.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,COND_ESPECIALIZADA,paciente,formal
"Señor, voy a tocar su abdomen para detectar cualquier inflamación","Señor, wiksaykita sientesaq ima punkipas kananmanta qhawanaypaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me sangra la nariz seguido","Doktur, sapa kutim yawar senkaymanta lluqsimun.",6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,paciente,formal
"Señora, le voy a escuchar los pulmones con el estetoscopio","Señora, estetoscopiowanmi pulmonniykita uyarisaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, tengo diarrea hace una semana","Doktur, huk semanañan q'echa onqoywan kashani.",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señor, necesitamos una muestra de flema para analizarla en el laboratorio","Señor, necesitanchismi muestra de flema nisqa analisis de laboratorio nisqapaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me duelen mucho las articulaciones","Doktur, articulacionkunam anchata nanawan.",1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,paciente,formal
"Señora, voy a revisar su ojo","Señora, ñawiykita qawasaq",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, tengo mucha sed todo el día","Doktur, noqata ch'aqiwan  kunan unchay nishuta",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señor, le voy a sacar una muestra de sangre del dedo para medir su azúcar","Señor, dedoykimanta yawarta hurqusaq azúcarniyki tupunaypaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me siento muy ansioso últimamente","Doktur, kay watakunapim anchata llakikuni.",11,SINTOMAS_DIGESTIVOS_MALESTAR,COND_ESPECIALIZADA,paciente,formal
"Señora, necesito hacerle un examen de estómago por dentro","Señora, wiksayki ukhunta qhawarinayku .",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me zumban los oídos constantemente","Doktur, rinriyqa sapa kutim wanwan.",1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,paciente,formal
"Señora, voy a examinar sus oídos con el instrumento","Señora, chay instrumentowanmi rinriykita qawasaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Doctor, me duele el pecho cuando hago ejercicio","Doktur, ejercishuta ruwaqtiy qhasqu nanawan.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,paciente,formal
"Señora, respire profundo mientras escucho su espalda","Señora, wasaikita uyarisaq samay profunduta.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,medico,formal
"Doctor, me canso mucho al subir las escaleras","Doktur, escaleraman seqaspay  sayk’uni.",6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,paciente,formal
"Señor, necesitamos hacerle una prueba de estrés para revisar su corazón","Wiraqocha, prueba de estrés nisqatan qawanayku sonqoykita qhawarinaykupaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,medico,formal
"Señora, debe venir en dos semanas para ver cómo va","Señora, iskay semanamantam haykumunayki qawachikunaykipaq saludniyquita",5,DIAGNOSTICO_PROCEDIMIENTOS,SEGUIMIENTO,medico,formal
¿Tiene fiebre?,¿Ruphayuqchu kanki?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,formal
Me duele la cabeza,Umay nanan,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
Tengo tos,Uqhaywanmi kani,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
¿Es alérgico?,¿Alergiyayuqchu kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Tome esta pastilla,Kay pastillata upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
Vuelva mañana,Paqarin kutimuy,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,instruccion,formal
¿Ha comido?,¿Mikhurankichu?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,formal
Me mareo,Muyuywanmi kani,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
Es una gripe,Gripe-mi,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Repose en casa,Wasipi samay,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,instruccion,formal
¿Le duele aquí?,¿Kaypi nananchu?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
Tengo náuseas,Millanaywanmi kani,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
Beba agua,Yakuta upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Fuma?,¿Sigarruta apankichu?,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,dialogo_medico,formal
Es grave,Sinchi-mi,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Me duele el pecho,Sunquy nanan,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
Tome el jarabe,Kay jarabeta upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Está embarazada?,¿Wawayuqchu kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
No coma grasa,Wirata ama mikhuychu,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
Tengo diarrea,Q'echuywanmi kani,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
¿Ha dormido bien?,¿Allin puñurankichu?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,formal
Es leve,Pisillam,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Póngase la vacuna,Kay vacunata churakuy,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,instruccion,formal
Me pica la piel,Qaraymi k'itiywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Venga con resultados,Resultadokunawan hamuy,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,instruccion,formal
¿Tiene diabetes?,¿Diabetesniyuqchu kanki?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Tengo frío,Chiriywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Lávese las manos,Makiykikunata mayllakuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,instruccion,formal
¿Cuántos años tiene?,¿Hayka watayuq kanki?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Es contagioso,Rikhuchikuqmi,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
No tome alcohol,Alkoholta ama upyaychu,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
Me duele la garganta,Kunkay nanan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,formal
Use mascarilla,Mascarillata churay,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,instruccion,formal
¿Es la primera vez?,¿Kayqa ñawpaq kutichu?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Tengo sueño,Puñunaywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Acuéstese aquí,Kaypi siriy,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,instruccion,formal
Es normal,Allinmi,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Tengo calor,Ruphaywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Pase adelante,Ñawpaqman yaykuy,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,instruccion,formal
¿Toma medicinas?,¿Hampikunata upyankichu?,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Me duele el estómago,Wiksay nanan,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
Respire profundo,Hatun samiyta samay,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,instruccion,formal
Es una infección,Infeksyonmi,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Tengo comezón,K'itiywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Quédese en casa,Wasipi qhipakuy,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,instruccion,formal
¿Tiene seguro?,¿Seguruyuqchu kanki?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Abra la boca,Simita kichay,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,instruccion,formal
Me siento débil,Pisi kallpayuqmi kani,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
Espere aquí,Kaypi suyay,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,instruccion,formal
Gracias doctor,Añay doctor,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
¿Te operaron?,¿Operarasurqankichu?,1,SALUD_PEDIATRICA_FAMILIAR,COND_ESPECIALIZADA,pregunta,formal
Mi cara está hinchada,Uyyay punthisqa kashan,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,descriptivo,formal
Toma agua de muña.,Muña unuta ukyay,10,INSTRUCCIONES_MEDICACION_DOSIS,COND_ESPECIALIZADA,instruccion,formal
Tengo un bulto en el cuello,Kunkaypi ch'upu kashan,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,descriptivo,formal
¿Sientes el sabor?,¿Misk'ita malliykunkichu?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,pregunta,formal
Me duelen los riñones,Rurunykuna nanawan,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,descriptivo,formal
Camina despacio,Allillamanta puriy,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,COND_ESPECIALIZADA,instruccion,formal
Su barriga está dura,Wijsan k'ullu kashan,4,SEGUIMIENTO_CONTROL_MEDICO,MATERNO_INFANTIL,descriptivo,formal
¿Sangra tu nariz?,¿Senqayki yawarhamunchu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,pregunta,formal
Me pican los ojos,Ñawiy siqiwan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
Descansa en lo oscuro,Laq'ayaypi samay,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,instruccion,formal
Me duele al tragar,Millp'uptiy nanawan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
¿Tomaste algún mate?,¿Mateta ukyarqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,pregunta,formal
Mis manos hormiguean,Makiy susunwayan,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,descriptivo,formal
No comas sal,Ama kachita mikhuychu,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Tu herida tiene pus?,¿K'iriyki q'iyayuqchu?,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,pregunta,formal
Me golpeé la cintura,Weqawniyta p'anqakurquni,9,OBSERVACION_CAMBIOS_SINTOMAS,URGENCIAS,descriptivo,formal
Toma esto cada mañana,Sapa paqarin kayta ukyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Zumban tus oídos?,¿Ninriyki rururunniku?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,pregunta,formal
Veo borroso,Laq'ayata rikhuni,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,descriptivo,formal
Sécate bien,Allinta ch'akichikuy,7,PROBLEMAS_FUNCIONALES_SUENO,PREVENCION,instruccion,formal
¿Quieres comer?,¿Mikhuyta munankichu?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,pregunta,formal
Me duele el talón,Tayquymi nanawan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
Tápate bien,Allinta q'uñichikuy,7,PROBLEMAS_FUNCIONALES_SUENO,PREVENCION,instruccion,formal
¿Orina oscura?,¿Hisp'ayniyki yanachu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,pregunta,formal
Me falta aire,Samayniy pisiwan,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,descriptivo,formal
Ponte esta pomada,Kay llunp'ita churakuy,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Pies fríos?,¿Chakiyki chirishasunki?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,pregunta,formal
Me duele la espalda baja,Wasa urayniy nanawan,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,descriptivo,formal
Come más quinua,Kinwata mikhuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,instruccion,formal
Todo da vueltas,Tukuy muyun,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,descriptivo,formal
Lava tu herida,K'iriykita maylliy,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,instruccion,formal
¿Pecho silba?,¿Qhasquyki khuyuqchu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,pregunta,formal
No muevo mi brazo,Marq'ayta mana kuyuchinichu,2,DOLOR_LOCALIZADO_ESPECIFICO,COND_ESPECIALIZADA,descriptivo,formal
Toma esto antes de dormir,Manaraq puñushaspa ukyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Tienes granos?,¿Ch'upuyki kanchu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,pregunta,formal
Duele al respirar,Samaptiy nanawan,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,descriptivo,formal
¿Cuándo fuiste al baño?,¿Hayk'aq ispaykunki?,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,pregunta,formal
Toma agua de linaza,Linaza unuta ukyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
Me pica la garganta,Millp'uymi siqiwan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
¿Duele al sentarte?,¿Tiyakuptiyki nanasunkichu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,pregunta,formal
Tobillo hinchado,Chaki muquy punthisqa,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,descriptivo,formal
Abriga al bebé,Wawata q'uñichiy,4,SEGUIMIENTO_CONTROL_MEDICO,MATERNO_INFANTIL,instruccion,formal
¿Tuviste pesadillas?,¿Millayta mosqokurqankichu?,1,SALUD_PEDIATRICA_FAMILIAR,COND_ESPECIALIZADA,pregunta,formal
Duele el lado izquierdo,Lloq'e ladoy nanawan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
No cargues peso,Ama llasaqta hoqariychu,9,OBSERVACION_CAMBIOS_SINTOMAS,TRATAMIENTO,instruccion,formal
¿Arden tus ojos?,¿Ñawiyki raurashanchu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,pregunta,formal
Duele mi muñeca,Maki muquymi nanawan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,descriptivo,formal
Ven en ayunas,Ch'usaq wijsa hamuy,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,instruccion,formal
¿Tu hijo está débil?,¿Wawayki pishipashqachu?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,pregunta,formal
Tengo mucha sed,Ch'akiywan kashani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,descriptivo,formal
¿Cuánto tiempo lleva así?,¿Hayka tiempoñataq chhayna kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,formal
Me duelen las articulaciones,T'inkuykunaymi nanaywanmi kani,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
Tengo escalofríos,Chullijaq siqiwan kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
No puedo dormir,Manan puñuyta atinichu,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,formal
Tome esto tres veces al día,Kayta kimsa kutiyta uhyay p'unchaypi,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,instruccion,formal
¿Le duelen los huesos?,¿Tulluykikuna nanayta kanchari?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
Tengo mucha sed,Ancha ch'akiywanmi kani,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Evite comidas picantes,Hayaq mikuykunata harkay,0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,instruccion,formal
Me cuesta respirar,Samayqa sinchitan kani,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Tiene antecedentes familiares?,¿Aylluykipi ima unkuy kanchu?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Tengo la presión alta,Presion hataywanmi kani,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,formal
Hágase estos análisis,Kay t'aqwiykunata ruwachiy,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,instruccion,formal
