espanol,quechua_texto,cluster_id,cluster_label,tipo_habla,nivel_formalidad,tema
"Señor, es importante que complete todo el tratamiento","Wiracocha, allim llapan hampiyta tukunayki",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
"Doctor, me cuesta respirar cuando camino","Doktur, purispay samayniy sasachakuni.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Señora, debe evitar hacer esfuerzos físicos o levantar cosas pesadas","Señora, ama kallpachakunaykichu nitaq llasa kaqkunata hoqarinaykichu.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo hinchados los pies y las manos","Doktur, chakiykuna y makiykuna punkisqa.",1,DOLOR_LOCALIZADO,,,
"Señor, vamos a necesitar una radiografía para ver sus pulmones","Wiracocha, necesitani radiografíata pulmonniyki qhawanapaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duele mucho al orinar","Doktur, hispaqtiy nishuta nanawan.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Señora, le voy a pedir análisis completos de sangre y orina","Señora, mañasaiki analisis  yawarmanta y hispaimanta.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo mucha comezón en la piel","Doktur, qaraypim anchata secsewan.",6,DOLOR_PECHO_RESPIRATORIO,,,
"Señor, necesitamos hacerle un ultrasonido de abdomen para revisar sus órganos","Señor, wiksamanta ultrasonidota ruwananchismi órganoykikunata qhawarinapaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me siento mareado cuando me levanto","Doktur, sayarispaymi umay muyukun.",0,GESTION_SALUD_GENERAL,,,
"Señora, voy a medirle la temperatura","Señora, temperaturata tupusaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo un bulto en el cuello que me preocupa","Doktur, kunkaypi huk k'ompo kachkan llakichiwan.",0,GESTION_SALUD_GENERAL,,,
"Señor, le voy a examinar la garganta con este instrumento","Señor, kay instrumentowanmi kunkaykita qhawarisaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duele el estómago después de comer","Doktur, mikusqaymanta wiksa nanawan.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Señora, necesitamos hacerle un examen del corazón para ver cómo está","Señora, necesitanni examenta ruwayta imaiynas sonqoyki kashan",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo mucho ardor en el pecho","Doktur, nishutan q'aran q'asqoypi.",0,GESTION_SALUD_GENERAL,,,
"Señor, voy a tocar su abdomen para detectar cualquier inflamación","Señor, wiksaykita sientesaq ima punkipas kananmanta qhawanaypaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me sangra la nariz seguido","Doktur, sapa kutim yawar senkaymanta lluqsimun.",6,DOLOR_PECHO_RESPIRATORIO,,,
"Señora, le voy a escuchar los pulmones con el estetoscopio","Señora, estetoscopiowanmi pulmonniykita uyarisaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo diarrea hace una semana","Doktur, huk semanañan q'echa onqoywan kashani.",6,DOLOR_PECHO_RESPIRATORIO,,,
"Señor, necesitamos una muestra de flema para analizarla en el laboratorio","Señor, necesitanchismi muestra de flema nisqa analisis de laboratorio nisqapaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duelen mucho las articulaciones","Doktur, articulacionkunam anchata nanawan.",1,DOLOR_LOCALIZADO,,,
"Señora, voy a revisar su ojo","Señora, ñawiykita qawasaq",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo mucha sed todo el día","Doktur, noqata ch'aqiwan  kunan unchay nishuta",6,DOLOR_PECHO_RESPIRATORIO,,,
"Señor, le voy a sacar una muestra de sangre del dedo para medir su azúcar","Señor, dedoykimanta yawarta hurqusaq azúcarniyki tupunaypaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me siento muy ansioso últimamente","Doktur, kay watakunapim anchata llakikuni.",0,GESTION_SALUD_GENERAL,,,
"Señora, necesito hacerle un examen de estómago por dentro","Señora, wiksayki ukhunta qhawarinayku .",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me zumban los oídos constantemente","Doktur, rinriyqa sapa kutim wanwan.",1,DOLOR_LOCALIZADO,,,
"Señora, voy a examinar sus oídos con el instrumento","Señora, chay instrumentowanmi rinriykita qawasaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duele el pecho cuando hago ejercicio","Doktur, ejercishuta ruwaqtiy qhasqu nanawan.",0,GESTION_SALUD_GENERAL,,,
"Señora, respire profundo mientras escucho su espalda","Señora, wasaikita uyarisaq samay profunduta.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, me canso mucho al subir las escaleras","Doktur, escaleraman seqaspay  sayk’uni.",0,GESTION_SALUD_GENERAL,,,
"Señor, necesitamos hacerle una prueba de estrés para revisar su corazón","Wiraqocha, prueba de estrés nisqatan qawanayku sonqoykita qhawarinaykupaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Señora, debe venir en dos semanas para ver cómo va","Señora, iskay semanamantam haykumunayki qawachikunaykipaq saludniyquita",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
¿Tiene fiebre?,¿Ruphayuqchu kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Me duele la cabeza,Umay nanan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Tengo tos,Uqhaywanmi kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
¿Es alérgico?,¿Alergiyayuqchu kanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo_medico,formal,diagnostico
Tome esta pastilla,Kay pastillata upyay,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,medicacion
Vuelva mañana,Paqarin kutimuy,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,seguimiento
¿Ha comido?,¿Mikhurankichu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo_medico,formal,sintomas
Me mareo,Muyuywanmi kani,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Es una gripe,Gripe-mi,1,DOLOR_LOCALIZADO,dialogo_medico,formal,diagnostico
Repose en casa,Wasipi samay,4,RESPIRATORIO_CARDIACO_URGENCIA,instruccion,formal,tratamiento
¿Le duele aquí?,¿Kaypi nananchu?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Tengo náuseas,Millanaywanmi kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Beba agua,Yakuta upyay,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,tratamiento
¿Fuma?,¿Sigarruta apankichu?,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,prevencion
Es grave,Sinchi-mi,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,diagnostico
Me duele el pecho,Sunquy nanan,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Tome el jarabe,Kay jarabeta upyay,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,medicacion
¿Está embarazada?,¿Wawayuqchu kanki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,diagnostico
No coma grasa,Wirata ama mikhuychu,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,tratamiento
Tengo diarrea,Q'echuywanmi kani,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
¿Ha dormido bien?,¿Allin puñurankichu?,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Es leve,Pisillam,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,diagnostico
Póngase la vacuna,Kay vacunata churakuy,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,vacunacion
Me pica la piel,Qaraymi k'itiywanmi kani,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
Venga con resultados,Resultadokunawan hamuy,4,RESPIRATORIO_CARDIACO_URGENCIA,instruccion,formal,seguimiento
¿Tiene diabetes?,¿Diabetesniyuqchu kanki?,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo_medico,formal,diagnostico
Tengo frío,Chiriywanmi kani,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Lávese las manos,Makiykikunata mayllakuy,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,prevencion
¿Cuántos años tiene?,¿Hayka watayuq kanki?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,diagnostico
Es contagioso,Rikhuchikuqmi,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo_medico,formal,diagnostico
No tome alcohol,Alkoholta ama upyaychu,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,tratamiento
Me duele la garganta,Kunkay nanan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Use mascarilla,Mascarillata churay,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,prevencion
¿Es la primera vez?,¿Kayqa ñawpaq kutichu?,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,diagnostico
Tengo sueño,Puñunaywanmi kani,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Acuéstese aquí,Kaypi siriy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,diagnostico
Es normal,Allinmi,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo_medico,formal,diagnostico
Tengo calor,Ruphaywanmi kani,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Pase adelante,Ñawpaqman yaykuy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,dialogo_medico
¿Toma medicinas?,¿Hampikunata upyankichu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo_medico,formal,medicacion
Me duele el estómago,Wiksay nanan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Respire profundo,Hatun samiyta samay,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,diagnostico
Es una infección,Infeksyonmi,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo_medico,formal,diagnostico
Tengo comezón,K'itiywanmi kani,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo_medico,formal,sintomas
Quédese en casa,Wasipi qhipakuy,4,RESPIRATORIO_CARDIACO_URGENCIA,instruccion,formal,tratamiento
¿Tiene seguro?,¿Seguruyuqchu kanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo_medico,formal,diagnostico
Abra la boca,Simita kichay,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,diagnostico
Me siento débil,Pisi kallpayuqmi kani,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Espere aquí,Kaypi suyay,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,dialogo_medico
Gracias doctor,Añay doctor,1,DOLOR_LOCALIZADO,dialogo_medico,formal,dialogo_medico
¿Te operaron?,¿Operarasurqankichu?,4,RESPIRATORIO_CARDIACO_URGENCIA,pregunta,formal,cirugía
Mi cara está hinchada,Uyyay punthisqa kashan,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,síntomas
Toma agua de muña.,Muña unuta ukyay,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,medicina_tradicional
Tengo un bulto en el cuello,Kunkaypi ch'upu kashan,0,GESTION_SALUD_GENERAL,descriptivo,formal,síntomas
¿Sientes el sabor?,¿Misk'ita malliykunkichu?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Me duelen los riñones,Rurunykuna nanawan,1,DOLOR_LOCALIZADO,descriptivo,formal,síntomas
Camina despacio,Allillamanta puriy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instrucción,formal,movilidad
Su barriga está dura,Wijsan k'ullu kashan,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,pediatría
¿Sangra tu nariz?,¿Senqayki yawarhamunchu?,6,DOLOR_PECHO_RESPIRATORIO,pregunta,formal,síntomas
Me pican los ojos,Ñawiy siqiwan,1,DOLOR_LOCALIZADO,descriptivo,formal,síntomas
Descansa en lo oscuro,Laq'ayaypi samay,0,GESTION_SALUD_GENERAL,instrucción,formal,tratamiento
Me duele al tragar,Millp'uptiy nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
¿Tomaste algún mate?,¿Mateta ukyarqankichu?,5,INSTRUCCIONES_MEDICACION_DOSIS,pregunta,formal,antecedentes
Mis manos hormiguean,Makiy susunwayan,1,DOLOR_LOCALIZADO,descriptivo,formal,síntomas
No comas sal,Ama kachita mikhuychu,2,PROCEDIMIENTOS_DIAGNOSTICOS,instrucción,formal,tratamiento
¿Tu herida tiene pus?,¿K'iriyki q'iyayuqchu?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Me golpeé la cintura,Weqawniyta p'anqakurquni,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,accidentes
Toma esto cada mañana,Sapa paqarin kayta ukyay,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,tratamiento
¿Zumban tus oídos?,¿Ninriyki rururunniku?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Veo borroso,Laq'ayata rikhuni,0,GESTION_SALUD_GENERAL,descriptivo,formal,síntomas
Sécate bien,Allinta ch'akichikuy,5,INSTRUCCIONES_MEDICACION_DOSIS,instrucción,formal,higiene
¿Quieres comer?,¿Mikhuyta munankichu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,pregunta,formal,síntomas
Me duele el talón,Tayquymi nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
Tápate bien,Allinta q'uñichikuy,5,INSTRUCCIONES_MEDICACION_DOSIS,instrucción,formal,prevención
¿Orina oscura?,¿Hisp'ayniyki yanachu?,6,DOLOR_PECHO_RESPIRATORIO,pregunta,formal,síntomas
Me falta aire,Samayniy pisiwan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
Ponte esta pomada,Kay llunp'ita churakuy,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,tratamiento
¿Pies fríos?,¿Chakiyki chirishasunki?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Me duele la espalda baja,Wasa urayniy nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
Come más quinua,Kinwata mikhuy,2,PROCEDIMIENTOS_DIAGNOSTICOS,instrucción,formal,nutrición
Todo da vueltas,Tukuy muyun,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,síntomas
Lava tu herida,K'iriykita maylliy,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,tratamiento
¿Pecho silba?,¿Qhasquyki khuyuqchu?,0,GESTION_SALUD_GENERAL,pregunta,formal,síntomas
No muevo mi brazo,Marq'ayta mana kuyuchinichu,0,GESTION_SALUD_GENERAL,descriptivo,formal,movilidad
Toma esto antes de dormir,Manaraq puñushaspa ukyay,2,PROCEDIMIENTOS_DIAGNOSTICOS,instrucción,formal,tratamiento
¿Tienes granos?,¿Ch'upuyki kanchu?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Duele al respirar,Samaptiy nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
¿Cuándo fuiste al baño?,¿Hayk'aq ispaykunki?,0,GESTION_SALUD_GENERAL,pregunta,formal,síntomas
Toma agua de linaza,Linaza unuta ukyay,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,tratamiento
Me pica la garganta,Millp'uymi siqiwan,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,síntomas
¿Duele al sentarte?,¿Tiyakuptiyki nanasunkichu?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,pregunta,formal,síntomas
Tobillo hinchado,Chaki muquy punthisqa,0,GESTION_SALUD_GENERAL,descriptivo,formal,síntomas
Abriga al bebé,Wawata q'uñichiy,6,DOLOR_PECHO_RESPIRATORIO,instrucción,formal,pediatría
¿Tuviste pesadillas?,¿Millayta mosqokurqankichu?,1,DOLOR_LOCALIZADO,pregunta,formal,psicología
Duele el lado izquierdo,Lloq'e ladoy nanawan,0,GESTION_SALUD_GENERAL,descriptivo,formal,síntomas
No cargues peso,Ama llasaqta hoqariychu,0,GESTION_SALUD_GENERAL,instrucción,formal,tratamiento
¿Arden tus ojos?,¿Ñawiyki raurashanchu?,1,DOLOR_LOCALIZADO,pregunta,formal,síntomas
Duele mi muñeca,Maki muquymi nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,descriptivo,formal,síntomas
Ven en ayunas,Ch'usaq wijsa hamuy,5,INSTRUCCIONES_MEDICACION_DOSIS,instrucción,formal,consulta
¿Tu hijo está débil?,¿Wawayki pishipashqachu?,0,GESTION_SALUD_GENERAL,pregunta,formal,pediatría
Tengo mucha sed,Ch'akiywan kashani,6,DOLOR_PECHO_RESPIRATORIO,descriptivo,formal,síntomas
¿Cuánto tiempo lleva así?,¿Hayka tiempoñataq chhayna kanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo_medico,formal,sintomas
Me duelen las articulaciones,T'inkuykunaymi nanaywanmi kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Tengo escalofríos,Chullijaq siqiwan kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
No puedo dormir,Manan puñuyta atinichu,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Tome esto tres veces al día,Kayta kimsa kutiyta uhyay p'unchaypi,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,medicacion
¿Le duelen los huesos?,¿Tulluykikuna nanayta kanchari?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Tengo mucha sed,Ancha ch'akiywanmi kani,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
Evite comidas picantes,Hayaq mikuykunata harkay,1,DOLOR_LOCALIZADO,instruccion,formal,tratamiento
Me cuesta respirar,Samayqa sinchitan kani,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
¿Tiene antecedentes familiares?,¿Aylluykipi ima unkuy kanchu?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,diagnostico
Tengo la presión alta,Presion hataywanmi kani,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo_medico,formal,sintomas
Hágase estos análisis,Kay t'aqwiykunata ruwachiy,4,RESPIRATORIO_CARDIACO_URGENCIA,instruccion,formal,diagnostico
Me duele al orinar,Hisq'ayshaqtiymi nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Camine media hora diaria,Sapa p'unchay chawpi hora purinki,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,tratamiento
¿Tiene vómitos?,¿Mayllisqata kanchari?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Me salen ronchas,Ch'upuykunami lluqsimuwanku,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Necesita cirugía,Operacionta necesitanki,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo_medico,formal,diagnostico
Tengo sangrado,Yawar lluqsimuwanmi,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Aplique compresas frías,Chiri pañukunata churay,1,DOLOR_LOCALIZADO,instruccion,formal,tratamiento
¿Le late rápido el corazón?,¿Sonqoyki utqha t'uqutinchu?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
Tengo la boca seca,Simiyqa ch'akin kashan,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
Regrese en una semana,Huk semanapi kutimuy,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,seguimiento
Me tiemblan las manos,Makiykunaymi susuhuwan,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
No se rasque,Ama aspiykuy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,tratamiento
¿Cuándo fue su última regla?,¿Hayk'aqtaq qhipaq killapi karqanki?,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,diagnostico
Tengo los ganglios inflamados,Hanpikuna punthisqanmi kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Mantenga la herida limpia,K'iriykita ch'uya qhipachay,6,DOLOR_PECHO_RESPIRATORIO,instruccion,formal,tratamiento
Me duele al caminar,Purishaspaymi nanawan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
¿Tiene hinchazón?,¿Punthisqata kanchari?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Tengo mucho cansancio,Anchata saqisqaymi kani,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo_medico,formal,sintomas
Use zapatos cómodos,Kusichiq zapatosta churay,1,DOLOR_LOCALIZADO,instruccion,formal,prevencion
Me duelen los músculos,Aycha nanaywanmi kani,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
¿Ha bajado de peso?,¿Llasayta pisiyachirqankichu?,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,diagnostico
Tengo zumbido en los oídos,Ninriykuna rurururuwan,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Tome sol por las mañanas,Paqarinkunapi intiyta chaskiy,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,tratamiento
¿Tiene dolor de huesos?,¿Tullu nanaywan kanchari?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Me duele el hígado,K'iwyay nanaywanmi kani,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,sintomas
Reduzca el azúcar,Misk'i pisiyachiy,4,RESPIRATORIO_CARDIACO_URGENCIA,instruccion,formal,tratamiento
Tengo calambre,Khurun nanaywanmi kani,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
¿Orina con frecuencia?,¿Sapa kutichu hisq'anki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
Tengo la lengua blanca,Qalluymi yurachasqa kashan,6,DOLOR_PECHO_RESPIRATORIO,dialogo_medico,formal,sintomas
No se esfuerce mucho,Ama anchataraq kallpata churaychu,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,instruccion,formal,tratamiento
Me arde al orinar,Hisq'ashaspaymi rauran,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
¿Tiene moretones?,¿Yana yurachasqata kanchari?,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Tengo manchas en la piel,Qaraypi ch'iqchi ch'iqchikunami kashan,1,DOLOR_LOCALIZADO,dialogo_medico,formal,sintomas
Coma más verduras,Yuyukunataraq mikhuy,2,PROCEDIMIENTOS_DIAGNOSTICOS,instruccion,formal,tratamiento
Me duele la rodilla,Qunqur nanaywanmi kani,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo_medico,formal,sintomas
¿Se ha golpeado?,¿P'anqakurqankichu?,0,GESTION_SALUD_GENERAL,dialogo_medico,formal,diagnostico
Tengo entumecimiento,Ñut'uywanmi kani,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo_medico,formal,sintomas
¿Desde cuándo tiene dolor de cabeza?,¿Hayka unayñataq uma nanayniyuq kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
¿Le duele el estómago después de comer?,¿Mikhuyta tukuspa wiksayki nananchu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,sintomas
¿Ha tenido fiebre en las últimas horas?,¿Kay qhipa horakunapi fiebreyuqchu kanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,sintomas
¿Siente mareos cuando se levanta?,¿Hatarispaykichu umayki muyukunki?,1,DOLOR_LOCALIZADO,dialogo medico,formal,sintomas
¿Tiene dificultad para respirar?,¿Sasachakunkichu samayta?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
¿Ha notado pérdida de apetito?,¿Repararqankichu manaña mikhuy munasqaykita?,0,GESTION_SALUD_GENERAL,dialogo medico,formal,sintomas
