espanol,quechua_texto,tema_clean,tipo_habla_clean,nivel_formalidad,formal_bin,n_tokens_esp,len_esp,len_que
Coma huevo.,Runtuta mikhuy.,PREVENCION,lectura,formal,1,2,11,15
No ande descalzo.,Ama q’ala chaki puriychu.,PREVENCION,lectura,formal,1,3,17,25
Use sombrero.,Sombreroykita churakuy.,PREVENCION,lectura,formal,1,2,13,23
Lave su ropa.,P’achaykita t’aqsay.,PREVENCION,lectura,formal,1,3,13,20
Evite el humo.,Q’osñimanta amachakuy.,PREVENCION,lectura,formal,1,3,14,22
Coma pescado.,Challwata mikhuy.,PREVENCION,lectura,formal,1,2,13,17
Tome vitaminas.,Vitaminasta ukyay.,PREVENCION,lectura,formal,1,2,15,18
Venga al control.,Controlniykiman hamuy.,SEGUIMIENTO,lectura,formal,1,3,17,22
Traiga al bebé.,wawata apamuy,SEGUIMIENTO,lectura,formal,1,3,15,13
¿Mejoró el dolor?,imaynan nanayniyki kachakan?,SEGUIMIENTO,lectura,formal,1,3,17,28
No use salitre.,Ama kachita ukyaychu.,PREVENCION,lectura,formal,1,3,15,21
Coma quinua.,kuñuata mikhuy,PREVENCION,lectura,formal,1,2,12,14
Beba mate caliente.,q'uñi matita upyay,PREVENCION,lectura,formal,1,3,19,18
Use jaboncillo.,jabonwan mariykita makllikuy,PREVENCION,lectura,formal,1,2,15,28
Cuide su sangre.,Yawarniykita qhaway.,PREVENCION,lectura,formal,1,3,16,20
Vuelva en un mes.,huk killamanta kutimuyki,SEGUIMIENTO,lectura,formal,1,4,17,24
Gracias doctor.,Añay doctor.,SEGUIMIENTO,lectura,formal,1,2,15,12
¿Cómo se siente el día de hoy?,Imayna kashanki kunan punchawpi?,SINTOMAS,dialogo_medico,formal,1,7,30,32
¿Dónde empezó el dolor?,Maypitaq qallarin chay nanay?,SINTOMAS,dialogo_medico,formal,1,4,23,29
¿El dolor es fuerte o leve?,Sinchichu utaq pisillachu chay nanay?,SINTOMAS,dialogo_medico,formal,1,6,27,37
¿Te duele más en la noche?,Sinchichu tuta nanasunqui?,SINTOMAS,dialogo_medico,formal,1,6,26,26
¿Puedes mover el brazo sin dolor?,Rikraykita kuyuyta atinkichu mana nanaywan?,SINTOMAS,dialogo_medico,formal,1,6,33,43
Te voy a medir la temperatura.,Ruphaykita tupaysaki kunan.,DIAGNOSTICO,dialogo_medico,formal,1,6,30,27
Voy a revisar tu presión arterial.,Yawar ñit’iykita tupusqayki.,DIAGNOSTICO,dialogo_medico,formal,1,6,34,28
Respira profundo por favor.,Allinta samayta apay.,DIAGNOSTICO,dialogo_medico,formal,1,4,27,21
Siéntate aquí para revisarte.,"Kaypi tiay, qhawaykusqayki.",DIAGNOSTICO,dialogo_medico,formal,1,4,29,27
Ponte de pie despacio.,Pisillawan sayariy.,DIAGNOSTICO,dialogo_medico,formal,1,4,22,19
Es una infección leve.,Kay onqoy pisilla.,DIAGNOSTICO,dialogo_medico,formal,1,4,22,18
Necesitas tratamiento rápido.,Usqhaytaa hampichikuyta necesitanki,TRATAMIENTO,dialogo_medico,formal,1,3,29,35
Toma esta medicina todos los días.,Kay hampita sapa punchay ujayunki.,TRATAMIENTO,dialogo_medico,formal,1,6,34,34
Aplica la pomada en la herida.,Chay hampita churay llagaman,TRATAMIENTO,dialogo_medico,formal,1,6,30,28
Lava tus manos antes de comer.,Manaraq mihunki maylliy makiykita.,PREVENCION,dialogo_medico,formal,1,6,30,34
Bebe agua hervida.,Uhay unu thimputa,PREVENCION,dialogo_medico,formal,1,3,18,17
Descansa y no trabajes mucho.,"Samay, ama  llamk’aychu sinchiyta.",TRATAMIENTO,dialogo_medico,formal,1,5,29,34
Regresa en tres días para control.,Kimsa punchawpi kutimunki qhawasaki.,SEGUIMIENTO,dialogo_medico,formal,1,6,34,36
No comas comida grasosa.,Ama mihunkichu qhurpu mihunata.,TRATAMIENTO,dialogo_medico,formal,1,4,24,31
Te duele el pecho al respirar?,Nanasunkicho q’asqoykita samayoctiki?,SINTOMAS,dialogo_medico,formal,1,6,30,37
Tienes presión alta.,Yawar sinchi kanki.,DIAGNOSTICO,dialogo_medico,formal,1,3,20,19
Tienes presión baja.,Yawar pisi kanki.,DIAGNOSTICO,dialogo_medico,formal,1,3,20,17
¿Desde cuándo tienes fiebre?,Hayk’aqmantataq ruphay kanki?,SINTOMAS,dialogo_medico,formal,1,4,28,29
Es un dolor muscular.,Kayqa aycha nanaymi.,DIAGNOSTICO,dialogo_medico,formal,1,4,21,20
Es un dolor de hueso.,Kayqa tullu nanaymi.,DIAGNOSTICO,dialogo_medico,formal,1,5,21,20
Voy a desinfectar la herida.,Chy llagata hampisaq,TRATAMIENTO,dialogo_medico,formal,1,5,28,20
Coloca la venda correctamente.,Allinta watayta churay.,TRATAMIENTO,dialogo_medico,formal,1,4,30,23
Tienes tos seca.,Kan kashanki chaqui uhuyuq,DIAGNOSTICO,dialogo_medico,formal,1,3,16,26
Tienes tos con flema.,Kan uhushanki qotuyucta,DIAGNOSTICO,dialogo_medico,formal,1,4,21,23
Hay flema en tu pecho.,Q’asqoykipi q'oto kashan.,DIAGNOSTICO,dialogo_medico,formal,1,5,22,25
No es una enfermedad grave.,Mana onqoyniqui sinchichu.,DIAGNOSTICO,dialogo_medico,formal,1,5,27,26
Puede ser grave si no te tratas.,Mana hampikuctiqui peorasunquiman.,DIAGNOSTICO,dialogo_medico,formal,1,7,32,34
Toma solo esta dosis.,Kay q’ipi hampillata upyay.,TRATAMIENTO,dialogo_medico,formal,1,4,21,27
Vamos a cambiar la medicina.,Hampita kutichisunchik.,TRATAMIENTO,dialogo_medico,formal,1,5,28,23
¿Tienes picazón en la piel?,Qaraykipichu seqsin?,SINTOMAS,dialogo_medico,formal,1,5,27,20
Tu piel está sana.,Qarayki allinmi kashan.,DIAGNOSTICO,dialogo_medico,formal,1,4,18,23
Hay inflamación en esa parte.,Chaypi punkiy kan.,DIAGNOSTICO,dialogo_medico,formal,1,5,29,18
No bebas alcohol por ahora.,Kunanqa ama upyaychu.,TRATAMIENTO,dialogo_medico,formal,1,5,27,21
Come solo comida ligera.,Pisilla mikhuyta mikhuy.,TRATAMIENTO,dialogo_medico,formal,1,4,24,24
Te haré una revisión completa.,Tukuypi qhaway ruwasqayki.,DIAGNOSTICO,dialogo_medico,formal,1,5,30,26
¿Tienes dificultad para caminar?,Puriyta sasachankichu?,SINTOMAS,dialogo_medico,formal,1,4,32,22
Te falta el aire al caminar.,Purishaspa samayta chinkachkanki.,SINTOMAS,dialogo_medico,formal,1,6,28,33
Mejorarás pronto con el tratamiento.,Hampiwanta utqay allinyanki.,TRATAMIENTO,dialogo_medico,formal,1,5,36,28
Necesitas descansar más.,Munanki aswanta samayta,TRATAMIENTO,dialogo_medico,formal,1,3,24,23
Regresa si el dolor continúa.,Nanay mana chinkaptinqa kutimunki.,SEGUIMIENTO,dialogo_medico,formal,1,5,29,34
"No te preocupes, sanarás.","Ama llakikuychu, allinyanki.",TRATAMIENTO,dialogo_medico,formal,1,4,25,28
¿Tienes mucha sed?,Sinchitachu chaq'isunki?,SINTOMAS,dialogo_medico,formal,1,3,18,24
¿No puedes orinar?,Mana hispayta atinkichu?,SINTOMAS,dialogo_medico,formal,1,3,18,24
Orinas con dolor?,Hispaqtiki  nanasunkichu?,SINTOMAS,dialogo_medico,formal,1,3,17,25
El tratamiento terminó.,Allin hampiy tukupun.,SEGUIMIENTO,dialogo_medico,formal,1,3,23,21
Veo dolor,Nanayta rikuni,DIAGNOSTICO,dialogo_medico,formal,1,2,9,14
¿Dónde duele?,Maypi nanan?,DIAGNOSTICO,dialogo_medico,formal,1,2,13,12
¿Por qué duele?,Imanaktin nanan?,DIAGNOSTICO,dialogo_medico,formal,1,3,15,16
¿Desde cuándo duele?,Hayk’aqmantataq nanan?,DIAGNOSTICO,dialogo_medico,formal,1,3,20,22
¿Te duele la cabeza?,Umaykichu nanasunki?,SINTOMAS,dialogo_medico,informal,0,4,20,20
¿Te duele el corazón?,Sonqoykichu nanasunki?,SINTOMAS,dialogo_medico,informal,0,4,21,22
Tienes dolor de estómago,Wiksaykichu nanasunki?,SINTOMAS,dialogo_medico,informal,0,4,24,22
Me duele la garganta,Kunkaymi nanashahuan,SINTOMAS,dialogo_medico,informal,0,4,20,20
Tienes fiebre,Ruphaywan kanshanki,SINTOMAS,dialogo_medico,informal,0,2,13,19
Estás con mucha fiebre,Nishuta rupashanki,SINTOMAS,dialogo_medico,informal,0,4,22,18
¿Tienes escalofríos?,Chiriwan kachkanki?,SINTOMAS,dialogo_medico,informal,0,2,20,19
Tengo Mareo,Sonqoymi muyuy,SINTOMAS,dialogo_medico,informal,0,2,11,14
Tengo boca seca,simimi ch'akin,SINTOMAS,dialogo_medico,informal,0,3,15,14
Bebe agua,Unuchata ojhaykuy,PREVENCION,dialogo_medico,informal,0,2,9,17
Bebe mas agua,Ashka unuchata ojhaykuy,PREVENCION,dialogo_medico,informal,0,3,13,23
Toma la medicina,Hampiquitay ojhaykuy,TRATAMIENTO,dialogo_medico,informal,0,3,16,20
Toma dos veces al día,Iskay kutita ojhanayki,TRATAMIENTO,dialogo_medico,informal,0,5,21,22
Toma tres veces,Kimsa kutita ojhanayki,TRATAMIENTO,dialogo_medico,informal,0,3,15,22
Tómalo después de comer,Mikhuspaña ojhanayki,TRATAMIENTO,dialogo_medico,informal,0,4,23,20
No lo tomes con comida,Mana mikhuspa ojhanayki,TRATAMIENTO,dialogo_medico,informal,0,5,22,23
Descansa bien,Phuñumuy allinta,TRATAMIENTO,dialogo_medico,informal,0,2,13,16
Descansa más,Astawan puñumuy,TRATAMIENTO,dialogo_medico,informal,0,2,12,15
No te preocupes,Ama llank’aychu,SEGUIMIENTO,dialogo_medico,informal,0,3,15,15
Relajate,Samaykuy allinta,TRATAMIENTO,dialogo_medico,informal,0,1,8,16
El dolor disminuirá,Pisiq'haña nanayki,SEGUIMIENTO,dialogo_medico,formal,1,3,19,18
Ya estás mejor,Allinllañ kachkanki,SEGUIMIENTO,dialogo_medico,informal,0,3,14,19
Aún no estás bien,Manaraq allinchu kachkanki,SEGUIMIENTO,dialogo_medico,informal,0,4,17,26
Análisis de sangre,Yawarnikita qawachisunchis,DIAGNOSTICO,dialogo_medico,formal,1,3,18,26
te voy hacer sacar tu sangre,Hurquychisanki yawarnikita hurquy,DIAGNOSTICO,dialogo_medico,informal,0,6,28,33
En tu sangre sale la enfermedad,Yawarnikipi honqoy llocsinq'ha,DIAGNOSTICO,dialogo_medico,informal,0,6,31,30
No es grave,Manan nishuchu onkoyniki,DIAGNOSTICO,dialogo_medico,formal,1,3,11,24
Enfermedad grave,Onkoyniyki nishuña kaskhan,DIAGNOSTICO,dialogo_medico,formal,1,2,16,26
ese medicamento te vas a comprar,Chay hampita rantiqunki,TRATAMIENTO,dialogo_medico,informal,0,6,32,23
te vamos a poner Inyección,Mat’ita churamusayki,TRATAMIENTO,dialogo_medico,informal,0,5,26,20
Toma la pastilla,Pastillata mikhuy,TRATAMIENTO,dialogo_medico,informal,0,3,16,17
Toma el jarabe,Jarabita upyay,TRATAMIENTO,dialogo_medico,informal,0,3,14,14
Tienes Inflamación estomacal,Wiksayki q’ipashan,DIAGNOSTICO,dialogo_medico,formal,1,3,28,18
¿Tienes Dolor fuerte?,Nishutachu nanamushasunki?,SINTOMAS,dialogo_medico,informal,0,3,21,26
¿Tienes dolor leve?,Nanayki pisiñachu kachkan,SINTOMAS,dialogo_medico,informal,0,3,19,25
No duele mucho,Manan nishuychu nananwan,SEGUIMIENTO,dialogo_medico,informal,0,3,14,24
Tu enfermedad esta avanzando,Unquyniki nishullapushan,SEGUIMIENTO,dialogo_medico,formal,1,4,28,24
Está mejorando,Onkoyniyki Thaniamushanña,SEGUIMIENTO,dialogo_medico,informal,0,2,14,25
Mejoró bastante,Allintañan Thanishanki,SEGUIMIENTO,dialogo_medico,informal,0,2,15,22
Tienes Enfermedad pulmonar,Q’asqomanta onqoyoshanki,DIAGNOSTICO,dialogo_medico,formal,1,3,26,24
Tienes Enfermedad cardíaca,Sonqokimanta onqoyoshanki,DIAGNOSTICO,dialogo_medico,formal,1,3,26,25
Tienes Enfermedad digestiva,Wiksaikimanta onqoyoshanki,DIAGNOSTICO,dialogo_medico,formal,1,3,27,26
Toma bebidas caliente,Ruphamatichata ojhanayki,TRATAMIENTO,dialogo_medico,informal,0,3,21,24
Come verduras,Q’umichata mikhunayki,PREVENCION,dialogo_medico,informal,0,2,13,21
Esta es buena medicina,Kayqa allin hampi ma,TRATAMIENTO,dialogo_medico,informal,0,4,22,20
¿Estas enfermo?,Unqusqachu kachkanki,DIAGNOSTICO,dialogo_medico,informal,0,2,15,20
Tengo dolor.,Nanaywan kani.,SINTOMAS,dialogo_medico,informal,0,2,12,14
Tengo dolor de cabeza.,Uma nanaywan kani.,SINTOMAS,dialogo_medico,informal,0,4,22,18
Me duele el diente.,Kiruy nanawan.,SINTOMAS,dialogo_medico,informal,0,4,19,14
Me duele el estómago.,Wiksay nanawan.,SINTOMAS,dialogo_medico,informal,0,4,21,15
Tengo dolor de garganta.,Kunka nanaywan kani.,SINTOMAS,dialogo_medico,informal,0,4,24,20
Me duele el pie.,Chaki nanawan.,SINTOMAS,dialogo_medico,informal,0,4,16,14
Me duele la mano.,Maki nanawan.,SINTOMAS,dialogo_medico,informal,0,4,17,13
Tengo fiebre.,Ruphaywan kani.,SINTOMAS,dialogo_medico,informal,0,2,13,15
Tengo frío.,Chiriywan kani.,SINTOMAS,dialogo_medico,informal,0,2,11,15
Tengo tos.,Q'uchuywan kani.,SINTOMAS,dialogo_medico,informal,0,2,10,16
Estoy con tos.,Q'uchuywan kani.,SINTOMAS,dialogo_medico,informal,0,3,14,16
Tengo la nariz tapada.,Sinqay wichq'asqa kachkan.,SINTOMAS,dialogo_medico,informal,0,4,22,26
Estoy sangrando.,Yawar lluqsishani.,SINTOMAS,dialogo_medico,informal,0,2,16,18
Estoy cansado(a).,Qhayqosqa kani.,SINTOMAS,dialogo_medico,informal,0,2,17,15
No me siento bien.,Manan allinchu kani.,SINTOMAS,dialogo_medico,informal,0,4,18,20
Iré al médico.,Hampiqman risaq.,SEGUIMIENTO,dialogo_medico,informal,0,3,14,16
Necesito un médico.,Hampiqta munani.,DIAGNOSTICO,dialogo_medico,informal,0,3,19,16
Necesito tratamiento.,Hampiyta munani.,TRATAMIENTO,dialogo_medico,informal,0,2,21,16
Traigo dinero.,Qullqiyta apamuni.,SEGUIMIENTO,dialogo_medico,informal,0,2,14,18
¿Tienes dinero?,Qullqiyuqchu kanki?,SEGUIMIENTO,dialogo_medico,informal,0,2,15,19
¿Dónde está el dolor?,Maypitaq nanay kachkan?,DIAGNOSTICO,dialogo_medico,informal,0,4,21,23
Aquí está el dolor.,Kaypi nanay kachkan.,SINTOMAS,dialogo_medico,informal,0,4,19,20
¿Desde cuándo tienes dolor?,Hayk'aqmantataq nanaywan kanki?,DIAGNOSTICO,dialogo_medico,informal,0,4,27,31
Desde hoy.,Kunanmanta.,DIAGNOSTICO,dialogo_medico,informal,0,2,10,11
Desde ayer.,Qayna p'unchawmanta.,DIAGNOSTICO,dialogo_medico,informal,0,2,11,20
El médico está aquí.,Hampiq kaypi kachkan.,SEGUIMIENTO,dialogo_medico,informal,0,4,20,21
Toma tu medicina.,Hampiykita upyay.,TRATAMIENTO,dialogo_medico,informal,0,3,17,17
Tómalo dos veces al día.,Iskay kuti p'unchawpi upyay.,TRATAMIENTO,dialogo_medico,informal,0,5,24,28
Bebe agua.,Unuta upyay.,TRATAMIENTO,dialogo_medico,informal,0,2,10,12
Descansa.,Samay.,TRATAMIENTO,dialogo_medico,informal,0,1,9,6
Duerme bien.,Allinta puñuy.,TRATAMIENTO,dialogo_medico,informal,0,2,12,14
No te preocupes.,Ama llakikuychu.,PREVENCION,dialogo_medico,informal,0,3,16,16
¿Cómo te llamas?,Imataq sutiyki?,DIAGNOSTICO,dialogo_medico,informal,0,3,16,15
¿Cuántos años tienes?,Hayk'a watayuq kanki?,DIAGNOSTICO,dialogo_medico,informal,0,3,21,21
Tengo 20 años.,Ñuqaqa iskay chunka watayuq kani.,DIAGNOSTICO,dialogo_medico,informal,0,3,14,33
¿Eres hombre o mujer?,Qharichu warmichu kanki?,DIAGNOSTICO,dialogo_medico,informal,0,4,21,24
Bienvenido(a).,Allin hamuy.,SEGUIMIENTO,dialogo_medico,informal,0,1,14,12
¿Hay tos?,Q'uchuy kachkanchu?,DIAGNOSTICO,dialogo_medico,informal,0,2,9,19
¿Hay fiebre?,Ruphay kachkanchu?,DIAGNOSTICO,dialogo_medico,informal,0,2,12,18
¿Hay dolor?,Nanay kachkanchu?,DIAGNOSTICO,dialogo_medico,informal,0,2,11,17
¿Estás bien?,Allillanchu kanki?,DIAGNOSTICO,dialogo_medico,informal,0,2,12,18
"Sí, estoy bien.","Arí, allillanmi kani.",DIAGNOSTICO,dialogo_medico,informal,0,3,15,21
No estoy bien.,Manan allillanchu kani.,SINTOMAS,dialogo_medico,informal,0,3,14,23
¿Por qué vienes?,Imaraykutaq hamunki?,DIAGNOSTICO,dialogo_medico,informal,0,3,16,20
Vengo por dolor.,Nanayrayku hamuni.,SINTOMAS,dialogo_medico,informal,0,3,16,18
Regresa después.,Qhipaman kutimuy.,SEGUIMIENTO,dialogo_medico,informal,0,2,16,17
Espera aquí.,Kaypi suyay.,SEGUIMIENTO,dialogo_medico,informal,0,2,12,12
Escucha al médico.,Hampiqta uyariy.,TRATAMIENTO,dialogo_medico,informal,0,3,18,16
Queremos buena salud.,Allin kawsayta munanchik.,PREVENCION,dialogo_medico,informal,0,3,21,25
El tratamiento es bueno.,Hampiyqa allinmi.,TRATAMIENTO,dialogo_medico,informal,0,4,24,17
¿Qué es lo que le molesta o por qué viene?,¿Iman nanasunqui imarayku hamunki?,SINTOMAS,dialogo_medico,formal,1,10,42,34
¿Desde cuándo está enfermo?,¿Hayk'akmanta onq'oska kashanky?,SINTOMAS,dialogo_medico,formal,1,4,27,32
¿Qué enfermedad tiene tu hijo?,¿Imamanta onq'oshan wawayki?,SINTOMAS,dialogo_medico,formal,1,5,30,28
¿Le duele la espalda?,¿Wasayki nanan?,SINTOMAS,dialogo_medico,formal,1,4,21,15
"¿Siente dolor al pasar la saliva o los alimentos, ardor o punza o le produce la tos?",¿Nananka hina mikunki tokaynikiwan pasakunki o sananasuykipak o sasawanchu o ujuchu qosonki?,SINTOMAS,dialogo_medico,formal,1,17,84,92
¿Tiene dolor en el cuello?,¿Kunkayki nananchu?,SINTOMAS,dialogo_medico,formal,1,5,26,19
¿Tiene tos por momentos o constante?,¿Uhunki pisitachu o nishutachu?,SINTOMAS,dialogo_medico,formal,1,6,36,31
"¿Con la tos bota algo y de qué color, blanco, verde, amarillo, con sangre o totalmente con sangre?","¿Uhuspa imata thoqanki, ima colortan, yuractachu, q'omertachu, kellotachu o yawartachu?",SINTOMAS,dialogo_medico,formal,1,18,98,87
"¿Con la tos se agita, no puede respirar bien y si camina se agita o le falta el aire para respirar?","¿Uhunki hina saykunkichu manachu samayta atinki, purinki hina saykunkichu o samay mana kanchu?",SINTOMAS,dialogo_medico,formal,1,21,99,94
¿La tos se acompaña de dolor hacia alguna parte de la espalda?,¿Uhunki hina huasaykichu nanasunki?,SINTOMAS,dialogo_medico,formal,1,12,62,35
¿Siente que le ronca o le silba el pecho?,¿Uhunki hina ronkankichu o silvankichu?,SINTOMAS,dialogo_medico,formal,1,9,41,39
¿Tiene agitación por momentos o todo el día?,¿Saik'unki hask'atachu pisillatachu?,SINTOMAS,dialogo_medico,formal,1,8,44,36
"¿Tiene dolor, punzada, cuando tose, camina o respira profundo?",¿Uhunki hina nanasunki o purinki hina?,SINTOMAS,dialogo_medico,formal,1,9,62,38
"Quítese la ropa, le voy a examinar","Ch'utikuy p'achaykita, qhawasaq imaynas kashanki",DIAGNOSTICO,dialogo_medico,formal,1,7,34,48
¿Se agita cuando camina?,¿Purinki hina ajitakunkichu?,SINTOMAS,dialogo_medico,formal,1,4,24,28
¿Se despierta ahogándose cuando duerme?,¿Rikch'ankichu puñuspa mana samayta atispa?,SINTOMAS,dialogo_medico,formal,1,5,39,43
¿Le duele el pecho cuando camina?,¿Purijtiyki pechoyki nanasunki?,SEGUIMIENTO,dialogo_medico,formal,1,6,33,31
¿Qué hace para que el dolor pase?,¿Imatan ruwanki chay nanay pasanampaq?,SINTOMAS,dialogo_medico,formal,1,7,33,38
"Además de dolor, ¿qué otra cosa siente?",¿Nanaymanta imatan sintinki?,SINTOMAS,dialogo_medico,formal,1,7,39,28
¿Siente que le palpita el pecho?,¿Pechoyki saltakun?,DIAGNOSTICO,dialogo_medico,formal,1,6,32,19
Deme su brazo para ver su presión,Apamuy makiykita presion qhawanaypaq,DIAGNOSTICO,dialogo_medico,formal,1,7,33,36
Le voy a examinar su corazón,Sonqoykita qhawasaq imayna kashan,DIAGNOSTICO,dialogo_medico,formal,1,6,28,33
Respire / no respire / póngase de costado / siéntese,Samay / ama samaychu / teknemanta churakuy / tiyariy,DIAGNOSTICO,dialogo_medico,formal,1,10,52,52
Ponga suelto el abdomen,Wiksaykita ama kuyuchiychu,SINTOMAS,dialogo_medico,formal,1,4,23,26
¿Están sus pies hinchados? ¿En la mañana o en la tarde?,¿Chakiyki punkisqachu kashan? ¿Tutamantachu o ch'isintachu?,DIAGNOSTICO,dialogo_medico,formal,1,11,55,59
Descúbrase la camisa para examinar su corazón,Kichariy camisaykita sonqoyki qhawanapaq,SINTOMAS,dialogo_medico,formal,1,7,45,40
¿Se cansa o se agita cuando camina poca distancia o gran distancia?,¿Purinki hina saykunkichu pisillatachu o mast'atachu?,SINTOMAS,dialogo_medico,formal,1,12,67,53
"¿Siente que su corazón le palpita rápido o por momentos, a veces o siempre o cuando camina?","¿Sonqoyki utqhayta purinchu, wakinta o sapa kuti o purinki hina?",SINTOMAS,dialogo_medico,formal,1,17,91,64
¿Esa hinchazón ha subido hasta las piernas o la barriga?,¿Chakillaykikama punkisqachu o wiksakama?,SINTOMAS,dialogo_medico,formal,1,10,56,41
¿Siente el abdomen más hinchado cuando come o después de comer?,¿Wiksayki aswan punkin mikuspa o mikusqanmanta qhipa?,SINTOMAS,dialogo_medico,formal,1,11,63,53
¿Alguna vez se ha despertado bruscamente a media noche porque le faltaba aire para respirar o estaba tosiendo o estaba agitado?,¿Rikcharinkichu kuskan tuta mana samayta atispa o uhuspa saykuspa?,SINTOMAS,dialogo_medico,formal,1,21,127,66
¿El dolor en el pecho se ha vuelto permanente?,¿Qhasqo nanayniyki unaymanatañachu nanan?,SINTOMAS,dialogo_medico,formal,1,9,46,41
¿Es algo como que le aprisionaran o apretaran el pecho?,¿Mat'iykusunquimanchu sonqoykita hina mat'ikun?,SINTOMAS,dialogo_medico,formal,1,10,55,47
"Cuando le caen mal los alimentos, ¿le dan ganas de arrojar (vomitar), le viene dolor, siente que se hincha el abdomen? ¿Cuánto tiempo dura esta molestia?","¿Mikuyniyki mana allinchu kashan hina aktupakuyta munankichu, nanay hapisunki, wiksayki punkin? Hayk'a unayta nanan?",SINTOMAS,dialogo_medico,formal,1,26,153,116
"Si ha tenido dolor en la boca del estómago (epigastrio), ¿este dolor luego se localiza en el lado derecho y es muy intenso?","Wiksay simipi nanasunkichu, chay nanay paña wiksapi sinch'ita nanan?",SINTOMAS,dialogo_medico,formal,1,23,123,68
¿A los pocos días ese dolor se acompaña de coloración amarilla en los ojos y la piel y hay cambio de color de la orina?,"Pisi p'unchay hinaspa ñawiykik'ello tukunchu, aychaykipis, hisp'aynikipis t'ikran?",DIAGNOSTICO,dialogo_medico,formal,1,25,119,82
¿Cómo fue su parto? ¿Dónde y quién la ha atendido?,"¿Imaynatam wacharanki, maypitaq pitas qhawarasunki?",SINTOMAS,dialogo_medico,formal,1,10,50,51
¿Has tenido mucho dolor de cadera?,¿Tekniyki anchata nanasunki?,DIAGNOSTICO,dialogo_medico,formal,1,6,34,28
¿Le ha visto un ginecólogo? ¿Una vez al año? ¿Cuánto tiempo no lo ha visto o nunca lo hizo?,¿Rikusunkichu warmi doctor sapa watapi? Hayk'akmanta mana rikunki o manaraqchu?,DIAGNOSTICO,dialogo_medico,formal,1,19,91,79
Voy a tomarle la presión,Presionniykita qhawasaq imayna kashan,PREVENCION,dialogo_medico,formal,1,5,24,37
Traiga a su hijo para vacunarlo,Wawaykita vacunanapaq apamuy,SEGUIMIENTO,dialogo_medico,formal,1,6,31,28
"Cada mes debes traer a tu hijo para pesarlo, examinarlo","Wawaykita sapa killa apamunki pesanapaq, qhawanapaq",DIAGNOSTICO,dialogo_medico,formal,1,10,55,51
Vaya al laboratorio,Laboratorioman puriy,DIAGNOSTICO,dialogo_medico,formal,1,3,19,20
Mañana viene en ayunas,Paqarin hamunki ama mikuspa,TRATAMIENTO,dialogo_medico,formal,1,4,22,27
Necesita que le operen,Operasunki tiyan,DIAGNOSTICO,dialogo_medico,formal,1,4,22,16
¿Le sacaron radiografía?,¿Radiografiata orqorasunkichu?,TRATAMIENTO,dialogo_medico,formal,1,3,24,30
Le voy a poner suero,Suerota churasayki,TRATAMIENTO,dialogo_medico,formal,1,5,20,18
¿Le ajusta la venda?,¿Mat'isunkichu chumpi?,TRATAMIENTO,dialogo_medico,formal,1,4,20,22
La herida se puede abrir,Heridayki kicharikunman,TRATAMIENTO,dialogo_medico,formal,1,5,24,23
Se le puede infectar,Q'echakunmanmi,TRATAMIENTO,dialogo_medico,formal,1,4,20,14
¿Cómo has estado durmiendo últimamente?,¿Imaynan puñurqanki kay qhipa p'unchawpi?,SINTOMAS,dialogo_medico,informal,0,5,39,41
¿Has notado cambios en tu apetito?,¿Ima tikraytachu rikurqanki mikhunaykipaq?,SINTOMAS,dialogo_medico,formal,1,6,34,42
¿Te sientes más cansado de lo normal?,¿As más sayk'usqachu tarikunki sapa kuti kashasqaykimanta?,SINTOMAS,dialogo_medico,informal,0,7,37,58
¿Tienes problemas para concentrarte?,¿Sasachakunkichu yuyayniykiwan?,SINTOMAS,dialogo_medico,informal,0,4,36,31
¿Has tenido dolores de cabeza últimamente?,¿Umayki nanashasunkichu kay qhipa p'unchawpi?,SINTOMAS,dialogo_medico,informal,0,6,42,45
¿Sientes mareos o vértigo?,¿Umay muyuyta sintishanki?,SINTOMAS,dialogo_medico,formal,1,4,26,26
¿Has tenido problemas de visión?,¿Ñawiypi sasachakuykunata charqanki?,SINTOMAS,dialogo_medico,formal,1,5,32,36
¿Tienes dolor de oído?,¿Rinriyki nanashasunkichu?,SINTOMAS,dialogo_medico,informal,0,4,22,26
¿Tienes congestión nasal o secreción nasal?,¿Sinqhayki hunt'asqachu icha yakuyuqchu?,SINTOMAS,dialogo_medico,formal,1,6,43,40
¿Tienes dolor de garganta?,¿Kunkayki nanashasunkichu?,SINTOMAS,dialogo_medico,informal,0,4,26,26
¿Tienes dificultad para tragar?,¿Sasachakunkichu millp'uyta?,SINTOMAS,dialogo_medico,formal,1,4,31,28
¿Has notado cambios en tu voz?,¿Rimayniykipi t'ikrayta rikurqanki?,SINTOMAS,dialogo_medico,formal,1,6,30,35
¿Tienes tos?,¿Uhukushankichu?,SINTOMAS,dialogo_medico,informal,0,2,12,16
¿Tienes dificultad para respirar?,¿Sasachakunkichu samayta?,SINTOMAS,dialogo_medico,formal,1,4,33,25
¿Sientes dolor en el pecho?,¿Qhasqoyki nanashasunkichu?,SINTOMAS,dialogo_medico,formal,1,5,27,27
¿Tienes palpitaciones?,¿Sunquyki phinkiykushanchu?,SINTOMAS,dialogo_medico,informal,0,2,22,27
¿Tienes hinchazón en los tobillos o las piernas?,¿Chakiyki punkishanchu?,SINTOMAS,dialogo_medico,formal,1,8,48,23
